rank,original_index,feature_id,p_value,selected_top250,selected_mixed250
3079,543,D64142_at,0.147445735034676,FALSE,FALSE
3080,4836,X95237_at,0.147475631747139,FALSE,FALSE
3081,4388,X63454_at,0.147641364804672,FALSE,FALSE
3082,355,D30755_at,0.147867907904425,FALSE,FALSE
3083,1870,M26682_at,0.148077927739635,FALSE,FALSE
3084,5824,HG3105-HT3281_s_at,0.148191742311902,FALSE,FALSE
3085,270,D17400_at,0.148241399028247,FALSE,FALSE
3086,4466,X68242_at,0.148368257494256,FALSE,FALSE
3087,6901,U44105_at,0.148445332114545,FALSE,FALSE
3088,2409,M96859_at,0.148469916022099,FALSE,FALSE
3089,520,D63478_at,0.148690564738974,FALSE,FALSE
3090,1767,M18000_at,0.148918054341422,FALSE,FALSE
3091,5991,J04430_s_at,0.148934279090224,FALSE,FALSE
3092,1538,L38517_at,0.148978758323581,FALSE,FALSE
3093,1210,L05500_at,0.149264945064108,FALSE,FALSE
3094,4095,X06948_at,0.149279126342073,FALSE,FALSE
3095,5873,M74509_s_at,0.149351736428922,FALSE,FALSE
3096,5792,HG2797-HT2905_s_at,0.149459401101798,FALSE,FALSE
3097,2935,U24152_at,0.14962054422343,FALSE,FALSE
3098,1323,L13994_at,0.149883251318546,FALSE,FALSE
3099,6562,X96506_s_at,0.150139914530098,FALSE,FALSE
3100,3407,U55936_at,0.150258062955947,FALSE,FALSE
3101,6856,M31932_at,0.150277539140185,FALSE,FALSE
3102,3364,U52112_rna1_at,0.150352947658328,FALSE,FALSE
3103,5152,Z48051_rna1_at,0.150439939762665,FALSE,FALSE
3104,6421,X86401_s_at,0.150529934100143,FALSE,FALSE
3105,172,D10202_at,0.151236514671577,FALSE,FALSE
3106,6297,M34376_s_at,0.151349702388853,FALSE,FALSE
3107,5203,Z73497_at,0.151729380698596,FALSE,FALSE
3108,2134,M63589_at,0.151893252763002,FALSE,FALSE
3109,6395,M94172_s_at,0.151982571746749,FALSE,FALSE
3110,2845,U17579_rna1_at,0.151987279768877,FALSE,FALSE
3111,1405,L22206_at,0.152099072616494,FALSE,FALSE
3112,4818,X93510_at,0.15222483045976,FALSE,FALSE
3113,5083,Z22555_at,0.152348321798908,FALSE,FALSE
3114,4286,X55954_at,0.15236645194188,FALSE,FALSE
3115,5141,Z38026_at,0.152576280515394,FALSE,FALSE
3116,3019,U30888_at,0.15257892051899,FALSE,FALSE
3117,3225,U43965_at,0.152635404858913,FALSE,FALSE
3118,18,AFFX-CreX-3_st,0.152636886563062,FALSE,FALSE
3119,1103,J04101_at,0.152930973929705,FALSE,FALSE
3120,1049,J00124_at,0.153013730594882,FALSE,FALSE
3121,120,AF000234_at,0.153252298099379,FALSE,FALSE
3122,1390,L20826_at,0.15334525684608,FALSE,FALSE
3123,4915,X99656_at,0.153452021724531,FALSE,FALSE
3124,3832,U82275_at,0.153842479367999,FALSE,FALSE
3125,6333,X69950_s_at,0.153898544528733,FALSE,FALSE
3126,4089,X06482_at,0.154011050056756,FALSE,FALSE
3127,6448,S81737_s_at,0.154146531246778,FALSE,FALSE
3128,5097,Z25884_at,0.154681920030378,FALSE,FALSE
3129,5821,HG3076-HT3238_s_at,0.155350839288342,FALSE,FALSE
3130,3690,U73824_at,0.155393328487619,FALSE,FALSE
3131,6464,U06155_s_at,0.155722587931809,FALSE,FALSE
3132,1717,M14158_cds4_at,0.155898133006162,FALSE,FALSE
3133,5015,Y10515_at,0.156031578188195,FALSE,FALSE
3134,5153,Z48054_at,0.15623828109879,FALSE,FALSE
3135,325,D28114_at,0.156321800212703,FALSE,FALSE
3136,5213,Z80788_at,0.156409299871889,FALSE,FALSE
3137,1331,L14812_at,0.156428793733365,FALSE,FALSE
3138,524,D63483_at,0.156454958393497,FALSE,FALSE
3139,916,HG3415-HT3598_at,0.156459567362045,FALSE,FALSE
3140,666,D86965_at,0.156590471774351,FALSE,FALSE
3141,6933,X98225_at,0.156647686533931,FALSE,FALSE
3142,3052,U32659_at,0.156810152440362,FALSE,FALSE
3143,5900,HG627-HT5098_s_at,0.156838781023008,FALSE,FALSE
3144,5346,M60503_at,0.156951677055671,FALSE,FALSE
3145,1007,HG4480-HT4833_at,0.157030117425058,FALSE,FALSE
3146,6842,L32606_at,0.157057860164703,FALSE,FALSE
3147,5547,L32832_s_at,0.157067980711479,FALSE,FALSE
3148,6581,X92493_s_at,0.1570779862434,FALSE,FALSE
3149,7048,J00212_f_at,0.157116261976839,FALSE,FALSE
3150,5572,HG1699-HT1704_s_at,0.157144161697172,FALSE,FALSE
3151,4738,X86570_at,0.157182120542824,FALSE,FALSE
3152,2660,U07151_at,0.1572394354284,FALSE,FALSE
3153,3349,U51432_at,0.15760889272227,FALSE,FALSE
3154,6175,X81851_s_at,0.157652309466317,FALSE,FALSE
3155,6298,M35093_s_at,0.157771529196756,FALSE,FALSE
3156,4304,X57303_at,0.157791217035386,FALSE,FALSE
3157,6721,Z35402_rna1_s_at,0.158016807789657,FALSE,FALSE
3158,581,D79996_at,0.158547665440262,FALSE,FALSE
3159,4918,X99687_at,0.158548351285323,FALSE,FALSE
3160,2590,U01923_at,0.158721093804142,FALSE,FALSE
3161,6270,M29994_s_at,0.158746562929202,FALSE,FALSE
3162,3255,U46571_at,0.15883414720406,FALSE,FALSE
3163,2411,M96980_at,0.158967348710085,FALSE,FALSE
3164,3841,U82468_at,0.158986406292375,FALSE,FALSE
3165,5233,Z96810_at,0.15899328505777,FALSE,FALSE
3166,5952,U05255_s_at,0.159417573933899,FALSE,FALSE
3167,2583,U01212_at,0.159489912363313,FALSE,FALSE
3168,4084,X06256_at,0.159726084643072,FALSE,FALSE
3169,857,HG2602-HT2698_at,0.159797814409132,FALSE,FALSE
3170,480,D50840_at,0.159848207740765,FALSE,FALSE
3171,6213,M19267_s_at,0.159907812529066,FALSE,FALSE
3172,1187,L02321_at,0.160157107200703,FALSE,FALSE
3173,5556,D12775_s_at,0.160361133689793,FALSE,FALSE
3174,3490,U60800_at,0.160370118212148,FALSE,FALSE
3175,6505,U22314_s_at,0.160390110259789,FALSE,FALSE
3176,1631,L48211_at,0.160667065293018,FALSE,FALSE
3177,2296,M85217_at,0.160689302209798,FALSE,FALSE
3178,6182,X04602_s_at,0.160690307365481,FALSE,FALSE
3179,5601,D28539_s_at,0.160870354801415,FALSE,FALSE
3180,4672,X82018_at,0.161152498841642,FALSE,FALSE
3181,4316,X58377_at,0.161167972501365,FALSE,FALSE
3182,4678,X82207_at,0.161315493979189,FALSE,FALSE
3183,5894,HG4683-HT5108_s_at,0.161449045954789,FALSE,FALSE
3184,887,HG311-HT311_at,0.161459035768651,FALSE,FALSE
3185,5105,Z28407_at,0.161518823081645,FALSE,FALSE
3186,1240,L07738_at,0.16158249449705,FALSE,FALSE
3187,5847,HG3523-HT4899_s_at,0.161656748275819,FALSE,FALSE
3188,439,D43951_at,0.161728384746877,FALSE,FALSE
3189,1489,L34409_at,0.161985541096543,FALSE,FALSE
3190,6331,M60284_s_at,0.162103164513905,FALSE,FALSE
3191,3574,U66464_at,0.162173373343076,FALSE,FALSE
3192,2970,U27109_at,0.162324954618326,FALSE,FALSE
3193,5561,HG1686-HT4572_s_at,0.162370704465168,FALSE,FALSE
3194,1021,HG511-HT511_at,0.162597235285132,FALSE,FALSE
3195,6917,X02958_at,0.162649449608919,FALSE,FALSE
3196,3874,U85611_at,0.162741711795767,FALSE,FALSE
3197,4152,X14830_at,0.162748552101397,FALSE,FALSE
3198,1029,HG668-HT4793_at,0.162773354238367,FALSE,FALSE
3199,5998,X03689_s_at,0.162783042636066,FALSE,FALSE
3200,2634,U04810_at,0.162932778079526,FALSE,FALSE
3201,6835,J05412_at,0.1630404506763,FALSE,FALSE
3202,5286,J04513_at,0.163078340394168,FALSE,FALSE
3203,5783,HG2730-HT2828_s_at,0.163164289154013,FALSE,FALSE
3204,2467,S69965_at,0.163181011902751,FALSE,FALSE
3205,5671,D83260_s_at,0.163250735024568,FALSE,FALSE
3206,1471,L32866_at,0.163324071276021,FALSE,FALSE
3207,5000,Y10204_at,0.163328327560543,FALSE,FALSE
3208,984,HG4188-HT4458_at,0.163627498274936,FALSE,FALSE
3209,5244,D16105_at,0.163632691660506,FALSE,FALSE
3210,2667,U07418_at,0.163851811615191,FALSE,FALSE
3211,5264,D82347_at,0.163893450648784,FALSE,FALSE
3212,4090,X06562_at,0.164378862038568,FALSE,FALSE
3213,6813,D87017_cds3_at,0.164488168501546,FALSE,FALSE
3214,5812,HG2994-HT4850_s_at,0.164506849730041,FALSE,FALSE
3215,319,D26561_cds2_at,0.164510453647357,FALSE,FALSE
3216,6699,X79200_s_at,0.16460449106717,FALSE,FALSE
3217,1749,M16405_at,0.164789858651111,FALSE,FALSE
3218,3203,U43142_at,0.16483492356965,FALSE,FALSE
3219,3171,U40490_at,0.16495160283031,FALSE,FALSE
3220,5307,L13773_at,0.164987030530236,FALSE,FALSE
3221,2649,U06088_at,0.165249089598009,FALSE,FALSE
3222,289,D21853_at,0.165452613958966,FALSE,FALSE
3223,2802,U14973_at,0.165459008208215,FALSE,FALSE
3224,1522,L37042_at,0.165546482576827,FALSE,FALSE
3225,3556,U65437_rna1_at,0.165566976508451,FALSE,FALSE
3226,3577,U66497_at,0.165776791443687,FALSE,FALSE
3227,6178,U59058_s_at,0.165809732110421,FALSE,FALSE
3228,1627,L43964_at,0.165900104679052,FALSE,FALSE
3229,2093,M60854_at,0.165996888656219,FALSE,FALSE
3230,175,D10522_at,0.166026335518687,FALSE,FALSE
3231,6617,U86755_s_at,0.166106708002672,FALSE,FALSE
3232,1646,L76571_at,0.166198825215626,FALSE,FALSE
3233,4171,X15822_at,0.166232851763507,FALSE,FALSE
3234,5447,X05610_at,0.166352589616039,FALSE,FALSE
3235,871,HG2723-HT2819_at,0.166356336220022,FALSE,FALSE
3236,3827,U81984_at,0.166443272001499,FALSE,FALSE
3237,6075,L19493_s_at,0.166611930066781,FALSE,FALSE
3238,2204,M74096_at,0.166619762612568,FALSE,FALSE
3239,3254,U46570_at,0.166739069477875,FALSE,FALSE
3240,3798,U79716_at,0.166935122753586,FALSE,FALSE
3241,4456,X67325_at,0.166976883598227,FALSE,FALSE
3242,6948,Z80787_at,0.167095057222376,FALSE,FALSE
3243,3209,U43318_at,0.167285849752895,FALSE,FALSE
3244,5520,AB006781_s_at,0.167348696069946,FALSE,FALSE
3245,5972,X57579_s_at,0.167648199107497,FALSE,FALSE
3246,198,D13540_at,0.167753242227023,FALSE,FALSE
3247,31,AFFX-ThrX-3_at,0.167870284308878,FALSE,FALSE
3248,5,AFFX-BioC-3_at,0.168058378618062,FALSE,FALSE
3249,4170,X15722_at,0.168248406819693,FALSE,FALSE
3250,2736,U10685_at,0.168469956310355,FALSE,FALSE
3251,2990,U28686_at,0.168612386665192,FALSE,FALSE
3252,5857,HG371-HT26388_at,0.168991130468874,FALSE,FALSE
3253,5395,U22815_at,0.168998700933337,FALSE,FALSE
3254,6446,S81243_s_at,0.169053193680841,FALSE,FALSE
3255,4596,X77744_at,0.169247764840931,FALSE,FALSE
3256,2913,U21128_at,0.1692571645726,FALSE,FALSE
3257,3517,U62739_at,0.169265774772699,FALSE,FALSE
3258,6690,X98337_s_at,0.169433253201355,FALSE,FALSE
3259,475,D50663_at,0.16963278852934,FALSE,FALSE
3260,2596,U02310_at,0.169672702508247,FALSE,FALSE
3261,3020,U30894_at,0.169712532238863,FALSE,FALSE
3262,3846,U82671_cds2_at,0.169791542771302,FALSE,FALSE
3263,487,D50915_at,0.169978400505621,FALSE,FALSE
3264,5753,HG2383-HT4824_s_at,0.170253163212213,FALSE,FALSE
3265,2704,U09367_at,0.170352765377534,FALSE,FALSE
3266,622,D83778_at,0.170490832152588,FALSE,FALSE
3267,3453,U58766_at,0.170638424229107,FALSE,FALSE
3268,6852,M21539_at,0.170972812590115,FALSE,FALSE
3269,6290,M65292_s_at,0.171026200305094,FALSE,FALSE
3270,6553,U40152_s_at,0.171462652203659,FALSE,FALSE
3271,2298,M85247_at,0.171463324851073,FALSE,FALSE
3272,221,D14043_at,0.171526185155062,FALSE,FALSE
3273,1158,K01884_at,0.171623049070441,FALSE,FALSE
3274,4816,X93498_at,0.17164223614622,FALSE,FALSE
3275,3992,U96094_at,0.171991318398412,FALSE,FALSE
3276,5885,M20867_s_at,0.172017335477545,FALSE,FALSE
3277,1930,M31520_at,0.172160713569449,FALSE,FALSE
3278,3941,U90907_at,0.172245420761093,FALSE,FALSE
3279,5987,J04130_s_at,0.172378416722203,FALSE,FALSE
3280,390,D38305_at,0.172541170165278,FALSE,FALSE
3281,287,D21851_at,0.172550061624895,FALSE,FALSE
3282,3910,U89336_cds3_at,0.172567907763917,FALSE,FALSE
3283,1420,L24804_at,0.17257221850039,FALSE,FALSE
3284,5738,HG210-HT210_s_at,0.172603006329036,FALSE,FALSE
3285,4305,X57346_at,0.172724687578052,FALSE,FALSE
3286,7075,M90356_f_at,0.172836753713691,FALSE,FALSE
3287,688,D87012_at,0.172914543878373,FALSE,FALSE
3288,6261,S72493_s_at,0.172983625255528,FALSE,FALSE
3289,594,D80010_at,0.173193058005807,FALSE,FALSE
3290,3771,U79272_at,0.17320192691848,FALSE,FALSE
3291,6860,M37075_at,0.17327949532412,FALSE,FALSE
3292,1678,M11433_at,0.173396674882375,FALSE,FALSE
3293,5820,HG3075-HT3236_s_at,0.173588516322774,FALSE,FALSE
3294,6363,M76732_s_at,0.173854677275185,FALSE,FALSE
3295,6760,L11672_at,0.17396410630711,FALSE,FALSE
3296,5974,X04729_s_at,0.174115489827646,FALSE,FALSE
3297,6313,M86383_s_at,0.174168959307295,FALSE,FALSE
3298,7062,L42601_f_at,0.174191450555659,FALSE,FALSE
3299,59,AFFX-HSAC07/X00351_M_st,0.174263895650622,FALSE,FALSE
3300,2262,M81780_cds4_at,0.174413248907341,FALSE,FALSE
3301,803,HG1604-HT1604_at,0.174427110072985,FALSE,FALSE
3302,4850,X96401_at,0.174641078666164,FALSE,FALSE
3303,1262,L09753_at,0.174878974529488,FALSE,FALSE
3304,2749,U11791_at,0.174905023370861,FALSE,FALSE
3305,4474,X68733_rna1_at,0.175255199826168,FALSE,FALSE
3306,5815,U77846_rna1_s_at,0.175317086945983,FALSE,FALSE
3307,4593,X77548_at,0.175413448552524,FALSE,FALSE
3308,6486,U12707_s_at,0.175481633136217,FALSE,FALSE
3309,6934,X98296_at,0.17551822995574,FALSE,FALSE
3310,6507,U22970_rna1_s_at,0.17572472163198,FALSE,FALSE
3311,7078,U10689_f_at,0.175780122014205,FALSE,FALSE
3312,6709,Z49825_s_at,0.176079404667083,FALSE,FALSE
3313,1651,L76937_rna1_at,0.176386238790631,FALSE,FALSE
3314,118,AF000177_at,0.176427508094619,FALSE,FALSE
3315,5691,D89377_at,0.176431274239072,FALSE,FALSE
3316,6865,M60746_at,0.176459323729853,FALSE,FALSE
3317,2630,U04325_cds3_at,0.176527396093747,FALSE,FALSE
3318,2278,M83363_at,0.176650167549371,FALSE,FALSE
3319,6466,Z48314_s_at,0.176725613145551,FALSE,FALSE
3320,298,D25248_at,0.176905609060492,FALSE,FALSE
3321,4892,X98311_at,0.176941574227835,FALSE,FALSE
3322,6538,X91196_s_at,0.176990422278524,FALSE,FALSE
3323,5149,Z47553_at,0.177055596166365,FALSE,FALSE
3324,609,D83195_at,0.177144517223945,FALSE,FALSE
3325,4733,X86019_at,0.177929628973145,FALSE,FALSE
3326,537,D63879_at,0.178053279261809,FALSE,FALSE
3327,3873,U85430_at,0.178133395868235,FALSE,FALSE
3328,5116,Z29574_at,0.17835846582603,FALSE,FALSE
3329,4097,X07024_at,0.17844506346876,FALSE,FALSE
3330,2290,M84711_at,0.178555860524554,FALSE,FALSE
3331,3734,U78521_at,0.1789687783752,FALSE,FALSE
3332,3168,U40391_rna1_at,0.179132843833854,FALSE,FALSE
3333,806,HG1649-HT1652_at,0.179211199984637,FALSE,FALSE
3334,3658,U72206_at,0.179437562746304,FALSE,FALSE
3335,1851,M24899_at,0.17946298804608,FALSE,FALSE
3336,3654,U71374_at,0.179633535045003,FALSE,FALSE
3337,2183,M68941_at,0.179712610725408,FALSE,FALSE
3338,509,D61380_at,0.180045766228259,FALSE,FALSE
3339,29,AFFX-ThrX-5_at,0.180726990576126,FALSE,FALSE
3340,542,D64110_at,0.180818591505728,FALSE,FALSE
3341,944,HG3884-HT4154_at,0.180844107080521,FALSE,FALSE
3342,7033,HG1515-HT1515_f_at,0.180943937707888,FALSE,FALSE
3343,1682,M11591_at,0.181040047568569,FALSE,FALSE
3344,790,HG1098-HT1098_at,0.181175263471795,FALSE,FALSE
3345,3995,U96115_at,0.181229230346317,FALSE,FALSE
3346,4435,X66364_at,0.181259932379018,FALSE,FALSE
3347,2981,U28131_at,0.181292621809229,FALSE,FALSE
3348,1914,M30135_at,0.181393696392414,FALSE,FALSE
3349,6066,U58837_s_at,0.181504557862329,FALSE,FALSE
3350,5551,D10922_s_at,0.181736413341167,FALSE,FALSE
3351,4073,X05232_at,0.182237469231668,FALSE,FALSE
3352,4908,X99268_at,0.182428020224217,FALSE,FALSE
3353,2992,U28727_at,0.182557838751581,FALSE,FALSE
3354,4533,X74039_at,0.182608409529872,FALSE,FALSE
3355,4140,X13967_at,0.18261240635425,FALSE,FALSE
3356,6165,M12963_s_at,0.182676896053227,FALSE,FALSE
3357,5340,M34276_at,0.182836173446628,FALSE,FALSE
3358,3580,U66578_at,0.182923646514703,FALSE,FALSE
3359,5988,J04152_rna1_s_at,0.183034996359314,FALSE,FALSE
3360,4993,Y09836_at,0.183052345079401,FALSE,FALSE
3361,4699,X83425_at,0.183139137093863,FALSE,FALSE
3362,5680,HG3238-HT4861_s_at,0.183380880328816,FALSE,FALSE
3363,7010,X81637_at,0.183510489415263,FALSE,FALSE
3364,6503,U20536_s_at,0.183581490231639,FALSE,FALSE
3365,2586,U01824_at,0.183596271603652,FALSE,FALSE
3366,6969,M16653_at,0.1836557603772,FALSE,FALSE
3367,3054,U32849_at,0.183703881726527,FALSE,FALSE
3368,3662,U72508_at,0.183765146754874,FALSE,FALSE
3369,310,D26129_at,0.183767495343932,FALSE,FALSE
3370,6364,X74929_s_at,0.183981243929263,FALSE,FALSE
3371,5698,HG1728-HT1734_s_at,0.183989121234208,FALSE,FALSE
3372,3130,U37707_at,0.184039404289417,FALSE,FALSE
3373,2895,U20350_at,0.18424008735879,FALSE,FALSE
3374,5479,X72889_at,0.184293593391485,FALSE,FALSE
3375,1344,L16464_at,0.184768809957997,FALSE,FALSE
3376,5681,X83857_s_at,0.184913268605472,FALSE,FALSE
3377,3218,U43672_at,0.184951107370326,FALSE,FALSE
3378,1971,M34181_at,0.185004912887541,FALSE,FALSE
3379,3701,U76189_at,0.185113609385664,FALSE,FALSE
3380,86,AB002382_at,0.185320033466628,FALSE,FALSE
3381,2582,U01160_at,0.18552819516054,FALSE,FALSE
3382,1734,M15353_at,0.185720259818591,FALSE,FALSE
3383,114,AD000092_cds1_at,0.185974388301111,FALSE,FALSE
3384,736,D87466_at,0.186025859027221,FALSE,FALSE
3385,19,hum_alu_at,0.186058899331237,FALSE,FALSE
3386,2343,M90820_at,0.186089615111297,FALSE,FALSE
3387,4337,X59770_at,0.18640728430028,FALSE,FALSE
3388,4234,X52425_at,0.186538012678485,FALSE,FALSE
3389,5639,X89109_s_at,0.186598383142675,FALSE,FALSE
3390,3920,U89916_at,0.186612296104752,FALSE,FALSE
3391,3705,U76456_at,0.186780915297942,FALSE,FALSE
3392,988,HG4245-HT4515_at,0.187167772121107,FALSE,FALSE
3393,5216,Z83742_at,0.187385461356976,FALSE,FALSE
3394,4900,X99050_rna1_at,0.187513768867945,FALSE,FALSE
3395,4761,X89067_at,0.187581913920035,FALSE,FALSE
3396,2472,S71018_at,0.187697894750871,FALSE,FALSE
3397,4623,X79204_at,0.187722450133754,FALSE,FALSE
3398,1963,M33764_at,0.187854728561792,FALSE,FALSE
3399,4857,X96753_at,0.187982674661509,FALSE,FALSE
3400,4066,X04688_at,0.187996946446816,FALSE,FALSE
3401,1938,M31682_at,0.188017509937091,FALSE,FALSE
3402,5349,M64231_rna1_at,0.188033522328447,FALSE,FALSE
3403,5462,X55005_rna1_at,0.188105128298813,FALSE,FALSE
3404,4213,X51630_at,0.188670412880986,FALSE,FALSE
3405,7127,L49218_f_at,0.188748771213535,FALSE,FALSE
3406,5607,U34380_rna1_s_at,0.188821202757686,FALSE,FALSE
3407,1558,L39064_rna1_at,0.188871046721115,FALSE,FALSE
3408,1866,M26167_rna1_at,0.189120487999412,FALSE,FALSE
3409,6390,U33203_s_at,0.189220683360959,FALSE,FALSE
3410,6896,U28014_at,0.18922540066303,FALSE,FALSE
3411,2837,U17034_at,0.189249622266925,FALSE,FALSE
3412,442,D45370_at,0.189567925652851,FALSE,FALSE
3413,2549,S83198_at,0.189713480151926,FALSE,FALSE
3414,5909,HG759-HT759_s_at,0.189742844223315,FALSE,FALSE
3415,5350,M65062_at,0.190071682741791,FALSE,FALSE
3416,4661,X81372_at,0.190078998743792,FALSE,FALSE
3417,3147,U39318_at,0.190105672694582,FALSE,FALSE
3418,2918,U21943_at,0.190137847239093,FALSE,FALSE
3419,2843,U17418_at,0.190338644242117,FALSE,FALSE
3420,4758,X87904_at,0.190339513847539,FALSE,FALSE
3421,6103,M96995_s_at,0.190358841252581,FALSE,FALSE
3422,208,D13639_at,0.190367382254318,FALSE,FALSE
3423,6396,Y10141_s_at,0.190415072944676,FALSE,FALSE
3424,3131,U38175_at,0.190442776943386,FALSE,FALSE
3425,1742,M15881_at,0.190492952968381,FALSE,FALSE
3426,6431,S75256_s_at,0.190573512454755,FALSE,FALSE
3427,3074,U33920_at,0.190901192301391,FALSE,FALSE
3428,5103,Z27113_at,0.190996594010972,FALSE,FALSE
3429,1645,L76465_at,0.191043547773899,FALSE,FALSE
3430,182,D11094_at,0.19129671245046,FALSE,FALSE
3431,577,D79992_at,0.191373966671325,FALSE,FALSE
3432,1355,L17328_at,0.191562944188339,FALSE,FALSE
3433,4786,X91117_rna1_at,0.191943946795489,FALSE,FALSE
3434,5048,Y14140_at,0.191950201360632,FALSE,FALSE
3435,2213,M74542_at,0.192122712207274,FALSE,FALSE
3436,1222,L06499_at,0.192224246030124,FALSE,FALSE
3437,6776,HG2702-HT2798_r_at,0.192449711975173,FALSE,FALSE
3438,4191,X16707_at,0.192469809170076,FALSE,FALSE
3439,437,D43949_at,0.192684795040712,FALSE,FALSE
3440,4325,X59372_at,0.192890209669908,FALSE,FALSE
3441,7115,M21064_at,0.192964129119524,FALSE,FALSE
3442,809,HG1733-HT1748_at,0.192967297083667,FALSE,FALSE
3443,6517,U60206_s_at,0.193063025073187,FALSE,FALSE
3444,4998,Y10055_at,0.193147410761389,FALSE,FALSE
3445,3844,U82613_at,0.193602059497184,FALSE,FALSE
3446,6382,X15673_s_at,0.193602235863003,FALSE,FALSE
3447,5190,Z69720_at,0.193849712375397,FALSE,FALSE
3448,1326,L14542_at,0.193963775482492,FALSE,FALSE
3449,1108,J04162_at,0.194024777786307,FALSE,FALSE
3450,2209,M74447_at,0.194296303719442,FALSE,FALSE
3451,3724,U77968_at,0.194412726122865,FALSE,FALSE
3452,5227,Z84718_cds1_at,0.194536784694216,FALSE,FALSE
3453,4650,X80695_at,0.194993571537174,FALSE,FALSE
3454,1138,J05070_at,0.195312403886152,FALSE,FALSE
3455,1600,L41668_rna1_at,0.195667621517821,FALSE,FALSE
3456,2571,U00951_at,0.195704620298611,FALSE,FALSE
3457,2327,M88282_at,0.195968093951871,FALSE,FALSE
3458,5767,X13451_s_at,0.196127814562109,FALSE,FALSE
3459,1916,M30269_at,0.196164226685533,FALSE,FALSE
3460,4126,X12901_at,0.196536977771231,FALSE,FALSE
3461,5835,HG3327-HT3504_s_at,0.196632159092008,FALSE,FALSE
3462,3852,U83192_at,0.19682321163637,FALSE,FALSE
3463,3518,U62800_at,0.196928879472798,FALSE,FALSE
3464,2775,U13616_at,0.197196772673121,FALSE,FALSE
3465,6266,M29335_at,0.197434317592568,FALSE,FALSE
3466,1008,HG4533-HT4938_at,0.197599934302129,FALSE,FALSE
3467,9,AFFX-CreX-3_at,0.197786227994257,FALSE,FALSE
3468,5232,Z95624_at,0.197837338011005,FALSE,FALSE
3469,2090,M60749_at,0.197870431287787,FALSE,FALSE
3470,2474,S71824_at,0.197935396030594,FALSE,FALSE
3471,3949,U90915_at,0.197969482136561,FALSE,FALSE
3472,3033,U31384_at,0.198143796700193,FALSE,FALSE
3473,13,AFFX-BioC-5_st,0.198257440729829,FALSE,FALSE
3474,792,HG1103-HT1103_at,0.198384434542766,FALSE,FALSE
3475,3323,U50330_at,0.19846332316523,FALSE,FALSE
3476,2423,M98343_at,0.198554137003454,FALSE,FALSE
3477,1040,HG908-HT908_at,0.198745445702169,FALSE,FALSE
3478,4303,X57206_at,0.199175419993291,FALSE,FALSE
3479,1329,L14754_at,0.199385961298754,FALSE,FALSE
3480,2055,M58600_rna1_at,0.199612070805852,FALSE,FALSE
3481,5422,U53204_at,0.199756546045213,FALSE,FALSE
3482,2668,U07424_at,0.199914359012154,FALSE,FALSE
3483,6139,Z37987_s_at,0.20007138026869,FALSE,FALSE
3484,2919,U22055_at,0.200302171973031,FALSE,FALSE
3485,4797,X91809_at,0.20033505715111,FALSE,FALSE
3486,3437,U58032_at,0.200387349934252,FALSE,FALSE
3487,3160,U40223_at,0.200414437376469,FALSE,FALSE
3488,3759,U79256_at,0.200480834898502,FALSE,FALSE
3489,109,AC002115_cds4_at,0.20115893350561,FALSE,FALSE
3490,4872,X97324_at,0.201230160951589,FALSE,FALSE
3491,5427,U61500_at,0.201272141205694,FALSE,FALSE
3492,2538,S81916_at,0.201423886612881,FALSE,FALSE
3493,5828,HG3187-HT3366_s_at,0.201505967178786,FALSE,FALSE
3494,2384,M94630_at,0.201569465926077,FALSE,FALSE
3495,4751,X87342_at,0.201694072761954,FALSE,FALSE
3496,159,AJ001421_at,0.201858162895092,FALSE,FALSE
3497,4601,X78121_at,0.202152432951305,FALSE,FALSE
3498,6254,Z80345_rna1_s_at,0.20223613861451,FALSE,FALSE
3499,6424,X51362_s_at,0.203278671040863,FALSE,FALSE
3500,1353,L17325_at,0.203322151797581,FALSE,FALSE
3501,1506,L36051_at,0.203427595369108,FALSE,FALSE
3502,4319,X58723_at,0.203699065384802,FALSE,FALSE
3503,2,AFFX-BioB-M_at,0.203743670987982,FALSE,FALSE
3504,3539,U64105_at,0.203852041966824,FALSE,FALSE
3505,4314,X58255_at,0.203947479224053,FALSE,FALSE
3506,5085,Z22865_at,0.203968923978316,FALSE,FALSE
3507,672,D86971_at,0.203991245418555,FALSE,FALSE
3508,1663,L78267_at,0.204001797556554,FALSE,FALSE
3509,1816,M22092_at,0.204050817232103,FALSE,FALSE
3510,1166,K02574_at,0.20424479845542,FALSE,FALSE
3511,3589,U66669_at,0.204286058730881,FALSE,FALSE
3512,3667,U72517_at,0.204315291652556,FALSE,FALSE
3513,6335,S81661_s_at,0.204493977729105,FALSE,FALSE
3514,3509,U62317_rna6_at,0.204577756992817,FALSE,FALSE
3515,2812,U15197_at,0.204817593815799,FALSE,FALSE
3516,3055,U32907_at,0.205299098270749,FALSE,FALSE
3517,54,AFFX-HSAC07/X00351_3_st,0.205313508114572,FALSE,FALSE
3518,474,D50645_at,0.205615815536111,FALSE,FALSE
3519,1398,L21934_at,0.205652620289472,FALSE,FALSE
3520,3197,U42390_at,0.205727474843073,FALSE,FALSE
3521,3027,U31176_at,0.205890993972471,FALSE,FALSE
3522,35,AFFX-HUMISGF3A/M97935_5_at,0.206113190751607,FALSE,FALSE
3523,1968,M34065_at,0.206290898450225,FALSE,FALSE
